source,target,Marginal Likelihood Filter,Naive Threshold,weight,High Salience Skeleton,GLOSS Filter,Noise Corrected,Disparity Filter,Polya Filter,LANS Filter
Enjolras,Courfeyrac,0.3523931035176052,2,2,0.0,0.997522,-0.44779019369276973,0.6951245825987374,0.781450531713867,0.5384615384615384
Enjolras,Bahorel,1.118365074071385,2,2,0.0,0.999276,-0.0027816069793000775,0.4916816953581815,0.645716339478163,0.4166666666666666
Enjolras,Bossuet,9.3886607359173,10,10,0.19480519480519481,0.572131,0.59737410951265,0.10767845626154893,0.05763322004517,0.0769230769230768
Enjolras,Joly,3.9003210292757653,5,5,0.1038961038961039,0.756408,0.4267361892179673,0.2480143275689234,0.299244925166795,0.0833333333333333
Enjolras,Grantaire,3.8329285717474333,3,3,0.6363636363636364,0.848637,0.5810516179743107,0.15431577591516543,0.234918500068177,0.0
Enjolras,Claquesous,0.6908827517552016,1,1,0.0,1.0,-0.2338938230935739,0.614709800631603,0.777290867584107,0.3
Enjolras,MmeHucheloup,1.487377303415922,1,1,0.6103896103896104,0.893409,0.37719802949822023,0.39656945660396614,0.60281782881969,0.0
Combeferre,Prouvaire,1.7303949477861482,2,2,0.0,1.0,0.24287530698763654,0.5271122993539923,0.681555172512881,0.4444444444444444
Combeferre,Feuilly,0.4443912008773833,1,1,0.0,1.0,-0.4902429790574331,0.7483568304270123,0.884919356654018,0.8181818181818181
Combeferre,Courfeyrac,0.15127760602357174,1,1,0.0,0.999964,-0.8520766416353369,0.8348906436685118,0.929614299745212,0.6153846153846154
Combeferre,Bahorel,4.181174799705926,4,4,0.025974025974025976,0.420962,0.5254670482984307,0.23019112914334983,0.294941188415544,0.25
Combeferre,Bossuet,4.7657789834594775,6,6,0.0,0.735425,0.4656241391103288,0.27611264451069917,0.305714617020725,0.2307692307692307
Combeferre,Joly,4.770519222922784,5,5,0.025974025974025976,0.640464,0.518952085745229,0.2480143275689234,0.299244925166795,0.0833333333333333
Combeferre,Grantaire,0.9834634218397491,1,1,0.0,0.992427,0.0219893028112792,0.5594245067186421,0.731777762521073,0.4
Prouvaire,Feuilly,0.8533967990498275,1,1,0.0,1.0,-0.09044544530545628,0.7483568304270123,0.870707578955306,0.8181818181818181
Prouvaire,Courfeyrac,7.130841188246248,6,6,0.4025974025974026,0.306478,0.6451054525787134,0.3243847192153648,0.131013815355306,0.3076923076923077
Prouvaire,Bahorel,4.2055393653177635,3,3,0.025974025974025976,0.482393,0.6247115996562769,0.3386321713512671,0.45059467419434,0.3333333333333333
Prouvaire,Bossuet,1.425172168104005,2,2,0.0,1.0,0.1297456423114298,0.6611106119225956,0.681555172512881,0.5384615384615384
Prouvaire,Joly,7.380308735377878,5,5,0.025974025974025976,0.287166,0.7170877864413547,0.2480143275689234,0.214149131369385,0.0833333333333333
Prouvaire,Grantaire,3.6048138424093037,2,2,0.025974025974025976,0.223656,0.6905789356437659,0.30065780133008957,0.443039921800394,0.1999999999999999
Feuilly,Courfeyrac,1.7507353117144042,3,3,0.0,0.624039,0.16669776482519671,0.5771145920943167,0.533398545389234,0.4615384615384615
Feuilly,Bahorel,1.8981416421161312,2,2,0.0,1.0,0.2982259818069476,0.4916816953581815,0.645716339478163,0.4166666666666666
Feuilly,Bossuet,11.886822627472046,9,9,0.6363636363636364,0.24838,0.7226508706422129,0.13721952521804504,0.0373970150197444,0.1538461538461538
Feuilly,Joly,1.4865194748189303,2,2,0.0,0.999999,0.15168599668401786,0.5846792890864376,0.711975892134814,0.5833333333333333
Feuilly,Grantaire,3.0672470783360635,2,2,0.025974025974025976,0.215892,0.5985752320942624,0.30065780133008957,0.443039921800394,0.1999999999999999
Courfeyrac,Bahorel,0.31507086788218835,1,1,0.0,0.999957,-0.6372812293383683,0.7052269017761246,0.851406741876488,0.5833333333333333
Courfeyrac,Bossuet,0.09372219149849723,1,1,0.0,0.999455,-0.9412836832202934,0.8145388123615704,0.932902110980088,0.6923076923076923
Courfeyrac,Joly,3.4907423133981528,5,5,0.025974025974025976,0.700734,0.3772453099811694,0.2480143275689234,0.299244925166795,0.0833333333333333
Courfeyrac,Grantaire,0.7339770424285499,1,1,0.0,0.993372,-0.19064332003096215,0.5594245067186421,0.731777762521073,0.4
Courfeyrac,MmeHucheloup,1.3912806426505884,1,1,0.24675324675324675,0.98539,0.32301694506906,0.39656945660396614,0.60281782881969,0.0
Bahorel,Bossuet,0.37979028489177935,1,1,0.0,0.999846,-0.561865640231635,0.8145388123615704,0.851406741876488,0.6923076923076923
Bahorel,Joly,0.5806510168786164,1,1,0.0,0.999972,-0.3465812616886145,0.7671498943030445,0.851406741876488,0.75
Bahorel,Grantaire,1.316004460821855,1,1,0.0,0.981929,0.25885606855104154,0.5594245067186421,0.731777762521073,0.4
Bahorel,MmeHucheloup,2.058243226915478,1,1,0.025974025974025976,0.969492,0.6285008062127808,0.39656945660396614,0.60281782881969,0.0
Bossuet,Joly,0.8074397786557967,2,2,0.0,0.999522,-0.15851520725962367,0.5846792890864376,0.742758363604809,0.5833333333333333
Bossuet,Grantaire,0.826103209335821,1,1,0.0,0.996069,-0.10848941608932988,0.5594245067186421,0.731777762521073,0.4
Bossuet,MmeHucheloup,1.502142494967022,1,1,0.03896103896103896,0.94973,0.3851909559684235,0.39656945660396614,0.60281782881969,0.0
Joly,Grantaire,1.0898829706996143,1,1,0.0,0.98073,0.10340194712899053,0.5594245067186421,0.731777762521073,0.4
Joly,MmeHucheloup,1.8070673983426873,1,1,0.025974025974025976,0.940319,0.5317419448889521,0.39656945660396614,0.60281782881969,0.0
Grantaire,MmeHucheloup,2.717864432253632,1,1,0.025974025974025976,0.991483,0.8027937424138287,0.39656945660396614,0.60281782881969,0.0
Gueulemer,Babet,1.8070673983426873,1,1,0.0,0.165682,0.5220973752182995,0.6446089162177975,0.693951187249886,0.3
Gueulemer,Claquesous,1.8988657746697646,1,1,0.0,0.731913,0.5609894075042586,0.614709800631603,0.693951187249886,0.3
Gueulemer,Montparnasse,2.3292105309923525,1,1,0.0,1.0,0.7086340750387046,0.49853024673868906,0.682195273162839,0.3333333333333333
Gueulemer,Brujon,2.2533555556364067,1,1,0.0,1.63991e-07,0.6863678042195004,0.6186248513251715,0.693951187249886,0.4285714285714286
Babet,Claquesous,1.5325403063248417,1,1,0.0,1.0,0.38602005353105023,0.614709800631603,0.777290867584107,0.3
Babet,Montparnasse,1.9487814191868655,1,1,0.0,1.0,0.5816673735520047,0.49853024673868906,0.682195273162839,0.3333333333333333
Babet,Brujon,1.87496381760837,1,1,0.0,0.995546,0.5514878763337432,0.6186248513251715,0.779936320213617,0.4285714285714286
Claquesous,Montparnasse,2.0417338722537326,1,1,0.0,1.0,0.6165431427949644,0.49853024673868906,0.682195273162839,0.3333333333333333
Claquesous,Brujon,1.967338004072035,1,1,0.0,5.44308e-05,0.5884289872238084,0.6186248513251715,0.777290867584107,0.4285714285714286
Montparnasse,Brujon,2.3997242209491194,1,1,0.0,1.0,0.7279437111217933,0.6186248513251715,0.682195273162839,0.4285714285714286
Child1,Child2,14.357535671897713,3,3,0.025974025974025976,0.635897,0.989074183827595,0.4,0.500000000000002,0.0
