source,target,weight
"Hatch, O. (UT-R)","Cassidy, B. (LA-R)",49
"Hatch, O. (UT-R)","Heinrich, M. (NM-D)",19
"Hatch, O. (UT-R)","Peters, G. (MI-D)",24
"Hatch, O. (UT-R)","Warner, M. (VA-D)",26
"Hatch, O. (UT-R)","Risch, J. (ID-R)",65
"Hatch, O. (UT-R)","Shaheen, J. (NH-D)",24
"Hatch, O. (UT-R)","Merkley, J. (OR-D)",16
"Hatch, O. (UT-R)","Bennet, M. (CO-D)",34
"Hatch, O. (UT-R)","Franken, A. (MN-D)",31
"Hatch, O. (UT-R)","Coons, C. (DE-D)",40
"Hatch, O. (UT-R)","Manchin, J. (WV-D)",27
"Hatch, O. (UT-R)","Gardner, C. (CO-R)",58
"Hatch, O. (UT-R)","Lankford, J. (OK-R)",59
"Hatch, O. (UT-R)","Scott, T. (SC-R)",60
"Hatch, O. (UT-R)","Blumenthal, R. (CT-D)",33
"Hatch, O. (UT-R)","Rubio, M. (FL-R)",77
"Hatch, O. (UT-R)","Paul, R. (KY-R)",40
"Hatch, O. (UT-R)","Ayotte, K. (NH-R)",76
"Hatch, O. (UT-R)","Hoeven, J. (ND-R)",40
"Hatch, O. (UT-R)","Lee, M. (UT-R)",74
"Hatch, O. (UT-R)","Johnson, R. (WI-R)",54
"Hatch, O. (UT-R)","Schatz, B. (HI-D)",18
"Hatch, O. (UT-R)","Cotton, T. (AR-R)",60
"Hatch, O. (UT-R)","Warren, E. (MA-D)",15
"Hatch, O. (UT-R)","King, A. (ME-I)",20
"Hatch, O. (UT-R)","Daines, S. (MT-R)",62
"Hatch, O. (UT-R)","Heitkamp, H. (ND-D)",24
"Hatch, O. (UT-R)","Fischer, D. (NE-R)",57
"Hatch, O. (UT-R)","Cruz, T. (TX-R)",62
"Hatch, O. (UT-R)","Kaine, T. (VA-D)",18
"Hatch, O. (UT-R)","Booker, C. (NJ-D)",22
"Hatch, O. (UT-R)","Sullivan, D. (AK-R)",43
"Hatch, O. (UT-R)","Perdue, D. (GA-R)",65
"Hatch, O. (UT-R)","Ernst, J. (IA-R)",45
"Hatch, O. (UT-R)","Tillis, T. (NC-R)",67
"Hatch, O. (UT-R)","Rounds, M. (SD-R)",55
"Hatch, O. (UT-R)","Sasse, B. (NE-R)",29
"Inhofe, J. (OK-R)","Leahy, P. (VT-D)",11
"Inhofe, J. (OK-R)","McCain, J. (AZ-R)",69
"Inhofe, J. (OK-R)","McConnell, M. (KY-R)",43
"Inhofe, J. (OK-R)","Mikulski, B. (MD-D)",13
"Inhofe, J. (OK-R)","Murkowski, L. (AK-R)",56
"Inhofe, J. (OK-R)","Murray, P. (WA-D)",21
"Inhofe, J. (OK-R)","Nelson, B. (FL-D)",22
"Inhofe, J. (OK-R)","Reed, J. (RI-D)",9
"Inhofe, J. (OK-R)","Reid, H. (NV-D)",4
"Inhofe, J. (OK-R)","Roberts, P. (KS-R)",97
"Inhofe, J. (OK-R)","Schumer, C. (NY-D)",22
"Inhofe, J. (OK-R)","Sessions, J. (AL-R)",66
"Inhofe, J. (OK-R)","Shelby, R. (AL-R)",34
"Inhofe, J. (OK-R)","Stabenow, D. (MI-D)",19
"Inhofe, J. (OK-R)","Wyden, R. (OR-D)",14
"Inhofe, J. (OK-R)","Baldwin, T. (WI-D)",21
"Inhofe, J. (OK-R)","Blunt, R. (MO-R)",95
"Inhofe, J. (OK-R)","Boozman, J. (AR-R)",103
"Inhofe, J. (OK-R)","Brown, S. (OH-D)",19
"Inhofe, J. (OK-R)","Burr, R. (NC-R)",56
"Inhofe, J. (OK-R)","Capito, S. (WV-R)",82
"Inhofe, J. (OK-R)","Cardin, B. (MD-D)",17
"Inhofe, J. (OK-R)","Flake, J. (AZ-R)",70
"Inhofe, J. (OK-R)","Isakson, J. (GA-R)",84
"Inhofe, J. (OK-R)","Kirk, M. (IL-R)",61
"Inhofe, J. (OK-R)","Markey, E. (MA-D)",21
"Inhofe, J. (OK-R)","Menéndez, R. (NJ-D)",16
"Inhofe, J. (OK-R)","Moran, J. (KS-R)",84
"Inhofe, J. (OK-R)","Portman, R. (OH-R)",50
"Inhofe, J. (OK-R)","Sanders, B. (VT-I)",7
"Inhofe, J. (OK-R)","Toomey, P. (PA-R)",59
"Inhofe, J. (OK-R)","Udall, T. (NM-D)",18
"Inhofe, J. (OK-R)","Vitter, D. (LA-R)",97
"Inhofe, J. (OK-R)","Wicker, R. (MS-R)",95
"Inhofe, J. (OK-R)","Thune, J. (SD-R)",83
"Inhofe, J. (OK-R)","Coats, D. (IN-R)",64
"Inhofe, J. (OK-R)","Murphy, C. (CT-D)",17
"Inhofe, J. (OK-R)","Hirono, M. (HI-D)",18
"Inhofe, J. (OK-R)","Donnelly, J. (IN-D)",36
"Inhofe, J. (OK-R)","Heller, D. (NV-R)",56
"Inhofe, J. (OK-R)","Gillibrand, K. (NY-D)",20
"Inhofe, J. (OK-R)","Klobuchar, A. (MN-D)",30
"Inhofe, J. (OK-R)","McCaskill, C. (MO-D)",12
"Inhofe, J. (OK-R)","Tester, J. (MT-D)",25
"Inhofe, J. (OK-R)","Casey, R. (PA-D)",27
"Inhofe, J. (OK-R)","Whitehouse, S. (RI-D)",19
"Inhofe, J. (OK-R)","Corker, B. (TN-R)",28
"Inhofe, J. (OK-R)","Barrasso, J. (WY-R)",77
"Inhofe, J. (OK-R)","Cassidy, B. (LA-R)",54
"Inhofe, J. (OK-R)","Heinrich, M. (NM-D)",20
"Inhofe, J. (OK-R)","Peters, G. (MI-D)",24
"Inhofe, J. (OK-R)","Warner, M. (VA-D)",18
"Inhofe, J. (OK-R)","Risch, J. (ID-R)",83
"Inhofe, J. (OK-R)","Shaheen, J. (NH-D)",23
"Inhofe, J. (OK-R)","Merkley, J. (OR-D)",16
"Inhofe, J. (OK-R)","Bennet, M. (CO-D)",20
"Inhofe, J. (OK-R)","Franken, A. (MN-D)",22
"Inhofe, J. (OK-R)","Coons, C. (DE-D)",25
"Inhofe, J. (OK-R)","Manchin, J. (WV-D)",38
"Inhofe, J. (OK-R)","Gardner, C. (CO-R)",62
"Inhofe, J. (OK-R)","Lankford, J. (OK-R)",77
"Inhofe, J. (OK-R)","Scott, T. (SC-R)",79
"Inhofe, J. (OK-R)","Blumenthal, R. (CT-D)",20
"Inhofe, J. (OK-R)","Rubio, M. (FL-R)",88
"Inhofe, J. (OK-R)","Paul, R. (KY-R)",46
"Inhofe, J. (OK-R)","Ayotte, K. (NH-R)",72
"Inhofe, J. (OK-R)","Hoeven, J. (ND-R)",55
"Inhofe, J. (OK-R)","Lee, M. (UT-R)",64
"Inhofe, J. (OK-R)","Johnson, R. (WI-R)",70
"Inhofe, J. (OK-R)","Schatz, B. (HI-D)",16
"Inhofe, J. (OK-R)","Cotton, T. (AR-R)",88
"Inhofe, J. (OK-R)","Warren, E. (MA-D)",12
"Inhofe, J. (OK-R)","King, A. (ME-I)",22
"Inhofe, J. (OK-R)","Daines, S. (MT-R)",80
"Inhofe, J. (OK-R)","Heitkamp, H. (ND-D)",29
"Inhofe, J. (OK-R)","Fischer, D. (NE-R)",80
"Inhofe, J. (OK-R)","Cruz, T. (TX-R)",77
"Inhofe, J. (OK-R)","Kaine, T. (VA-D)",16
"Inhofe, J. (OK-R)","Booker, C. (NJ-D)",15
"Inhofe, J. (OK-R)","Sullivan, D. (AK-R)",47
"Inhofe, J. (OK-R)","Perdue, D. (GA-R)",86
"Inhofe, J. (OK-R)","Ernst, J. (IA-R)",50
"Inhofe, J. (OK-R)","Tillis, T. (NC-R)",70
"Inhofe, J. (OK-R)","Rounds, M. (SD-R)",75
"Inhofe, J. (OK-R)","Sasse, B. (NE-R)",37
"Leahy, P. (VT-D)","McCain, J. (AZ-R)",13
"Leahy, P. (VT-D)","McConnell, M. (KY-R)",5
"Leahy, P. (VT-D)","Mikulski, B. (MD-D)",68
"Leahy, P. (VT-D)","Murkowski, L. (AK-R)",30
"Leahy, P. (VT-D)","Murray, P. (WA-D)",89
"Leahy, P. (VT-D)","Nelson, B. (FL-D)",44
"Leahy, P. (VT-D)","Reed, J. (RI-D)",68
"Leahy, P. (VT-D)","Reid, H. (NV-D)",39
"Leahy, P. (VT-D)","Roberts, P. (KS-R)",23
"Leahy, P. (VT-D)","Schumer, C. (NY-D)",100
"Leahy, P. (VT-D)","Sessions, J. (AL-R)",5
"Leahy, P. (VT-D)","Shelby, R. (AL-R)",2
"Leahy, P. (VT-D)","Stabenow, D. (MI-D)",87
"Leahy, P. (VT-D)","Wyden, R. (OR-D)",81
"Leahy, P. (VT-D)","Baldwin, T. (WI-D)",124
"Leahy, P. (VT-D)","Blunt, R. (MO-R)",43
"Leahy, P. (VT-D)","Boozman, J. (AR-R)",32
"Leahy, P. (VT-D)","Brown, S. (OH-D)",100
"Leahy, P. (VT-D)","Burr, R. (NC-R)",23
"Leahy, P. (VT-D)","Capito, S. (WV-R)",33
"Leahy, P. (VT-D)","Cardin, B. (MD-D)",81
"Leahy, P. (VT-D)","Flake, J. (AZ-R)",10
"Leahy, P. (VT-D)","Isakson, J. (GA-R)",21
"Leahy, P. (VT-D)","Kirk, M. (IL-R)",51
"Leahy, P. (VT-D)","Markey, E. (MA-D)",104
"Leahy, P. (VT-D)","Menéndez, R. (NJ-D)",74
"Leahy, P. (VT-D)","Moran, J. (KS-R)",31
"Leahy, P. (VT-D)","Portman, R. (OH-R)",28
"Leahy, P. (VT-D)","Sanders, B. (VT-I)",100
"Leahy, P. (VT-D)","Toomey, P. (PA-R)",14
"Leahy, P. (VT-D)","Udall, T. (NM-D)",73
"Leahy, P. (VT-D)","Vitter, D. (LA-R)",22
"Leahy, P. (VT-D)","Wicker, R. (MS-R)",27
"Leahy, P. (VT-D)","Thune, J. (SD-R)",11
"Leahy, P. (VT-D)","Coats, D. (IN-R)",8
"Leahy, P. (VT-D)","Murphy, C. (CT-D)",86
"Leahy, P. (VT-D)","Hirono, M. (HI-D)",97
"Leahy, P. (VT-D)","Donnelly, J. (IN-D)",33
"Leahy, P. (VT-D)","Heller, D. (NV-R)",26
"Leahy, P. (VT-D)","Gillibrand, K. (NY-D)",114
"Leahy, P. (VT-D)","Klobuchar, A. (MN-D)",110
"Leahy, P. (VT-D)","McCaskill, C. (MO-D)",51
"Leahy, P. (VT-D)","Tester, J. (MT-D)",65
"Leahy, P. (VT-D)","Casey, R. (PA-D)",81
"Leahy, P. (VT-D)","Whitehouse, S. (RI-D)",103
"Leahy, P. (VT-D)","Corker, B. (TN-R)",2
"Leahy, P. (VT-D)","Barrasso, J. (WY-R)",8
"Leahy, P. (VT-D)","Cassidy, B. (LA-R)",10
"Leahy, P. (VT-D)","Heinrich, M. (NM-D)",81
"Leahy, P. (VT-D)","Peters, G. (MI-D)",83
"Leahy, P. (VT-D)","Warner, M. (VA-D)",44
"Leahy, P. (VT-D)","Risch, J. (ID-R)",13
"Leahy, P. (VT-D)","Shaheen, J. (NH-D)",106
"Leahy, P. (VT-D)","Merkley, J. (OR-D)",106
"Leahy, P. (VT-D)","Bennet, M. (CO-D)",69
"Leahy, P. (VT-D)","Franken, A. (MN-D)",125
"Leahy, P. (VT-D)","Coons, C. (DE-D)",98
"Leahy, P. (VT-D)","Manchin, J. (WV-D)",28
"Leahy, P. (VT-D)","Gardner, C. (CO-R)",20
"Leahy, P. (VT-D)","Lankford, J. (OK-R)",4
"Leahy, P. (VT-D)","Scott, T. (SC-R)",8
"Leahy, P. (VT-D)","Blumenthal, R. (CT-D)",128
"Leahy, P. (VT-D)","Rubio, M. (FL-R)",18
"Leahy, P. (VT-D)","Paul, R. (KY-R)",9
"Leahy, P. (VT-D)","Ayotte, K. (NH-R)",54
"Leahy, P. (VT-D)","Hoeven, J. (ND-R)",15
"Leahy, P. (VT-D)","Lee, M. (UT-R)",15
"Leahy, P. (VT-D)","Johnson, R. (WI-R)",10
"Leahy, P. (VT-D)","Schatz, B. (HI-D)",70
"Leahy, P. (VT-D)","Cotton, T. (AR-R)",11
"Leahy, P. (VT-D)","Warren, E. (MA-D)",92
"Leahy, P. (VT-D)","King, A. (ME-I)",65
"Leahy, P. (VT-D)","Daines, S. (MT-R)",27
"Leahy, P. (VT-D)","Heitkamp, H. (ND-D)",49
"Leahy, P. (VT-D)","Fischer, D. (NE-R)",12
"Leahy, P. (VT-D)","Cruz, T. (TX-R)",10
"Leahy, P. (VT-D)","Kaine, T. (VA-D)",50
"Leahy, P. (VT-D)","Booker, C. (NJ-D)",80
"Leahy, P. (VT-D)","Sullivan, D. (AK-R)",19
"Leahy, P. (VT-D)","Perdue, D. (GA-R)",11
"Leahy, P. (VT-D)","Ernst, J. (IA-R)",20
"Leahy, P. (VT-D)","Tillis, T. (NC-R)",19
"Leahy, P. (VT-D)","Rounds, M. (SD-R)",17
"Leahy, P. (VT-D)","Sasse, B. (NE-R)",1
"McCain, J. (AZ-R)","McConnell, M. (KY-R)",32
"McCain, J. (AZ-R)","Mikulski, B. (MD-D)",8
"McCain, J. (AZ-R)","Murkowski, L. (AK-R)",43
"McCain, J. (AZ-R)","Murray, P. (WA-D)",12
"McCain, J. (AZ-R)","Nelson, B. (FL-D)",15
"McCain, J. (AZ-R)","Reed, J. (RI-D)",10
"McCain, J. (AZ-R)","Reid, H. (NV-D)",3
"McCain, J. (AZ-R)","Roberts, P. (KS-R)",61
"McCain, J. (AZ-R)","Schumer, C. (NY-D)",20
"McCain, J. (AZ-R)","Sessions, J. (AL-R)",42
"McCain, J. (AZ-R)","Shelby, R. (AL-R)",28
"McCain, J. (AZ-R)","Stabenow, D. (MI-D)",12
"McCain, J. (AZ-R)","Wyden, R. (OR-D)",14
"McCain, J. (AZ-R)","Baldwin, T. (WI-D)",17
"McCain, J. (AZ-R)","Blunt, R. (MO-R)",63
"McCain, J. (AZ-R)","Boozman, J. (AR-R)",62
"McCain, J. (AZ-R)","Brown, S. (OH-D)",16
"McCain, J. (AZ-R)","Burr, R. (NC-R)",44
"McCain, J. (AZ-R)","Capito, S. (WV-R)",56
"McCain, J. (AZ-R)","Cardin, B. (MD-D)",18
"McCain, J. (AZ-R)","Flake, J. (AZ-R)",101
"McCain, J. (AZ-R)","Isakson, J. (GA-R)",63
"McCain, J. (AZ-R)","Kirk, M. (IL-R)",52
"McCain, J. (AZ-R)","Markey, E. (MA-D)",22
"McCain, J. (AZ-R)","Menéndez, R. (NJ-D)",16
"McCain, J. (AZ-R)","Moran, J. (KS-R)",64
"McCain, J. (AZ-R)","Portman, R. (OH-R)",47
"McCain, J. (AZ-R)","Sanders, B. (VT-I)",9
"McCain, J. (AZ-R)","Toomey, P. (PA-R)",51
"McCain, J. (AZ-R)","Udall, T. (NM-D)",14
"McCain, J. (AZ-R)","Vitter, D. (LA-R)",65
"McCain, J. (AZ-R)","Wicker, R. (MS-R)",57
"McCain, J. (AZ-R)","Thune, J. (SD-R)",55
"McCain, J. (AZ-R)","Coats, D. (IN-R)",52
"McCain, J. (AZ-R)","Murphy, C. (CT-D)",15
"McCain, J. (AZ-R)","Hirono, M. (HI-D)",13
"McCain, J. (AZ-R)","Donnelly, J. (IN-D)",22
"McCain, J. (AZ-R)","Heller, D. (NV-R)",55
"McCain, J. (AZ-R)","Gillibrand, K. (NY-D)",16
"McCain, J. (AZ-R)","Klobuchar, A. (MN-D)",25
"McCain, J. (AZ-R)","McCaskill, C. (MO-D)",14
"McCain, J. (AZ-R)","Tester, J. (MT-D)",24
"McCain, J. (AZ-R)","Casey, R. (PA-D)",14
"McCain, J. (AZ-R)","Whitehouse, S. (RI-D)",21
"McCain, J. (AZ-R)","Corker, B. (TN-R)",29
"McCain, J. (AZ-R)","Barrasso, J. (WY-R)",65
"McCain, J. (AZ-R)","Cassidy, B. (LA-R)",47
"McCain, J. (AZ-R)","Heinrich, M. (NM-D)",11
"McCain, J. (AZ-R)","Peters, G. (MI-D)",24
"McCain, J. (AZ-R)","Warner, M. (VA-D)",16
"McCain, J. (AZ-R)","Risch, J. (ID-R)",60
"McCain, J. (AZ-R)","Shaheen, J. (NH-D)",26
"McCain, J. (AZ-R)","Merkley, J. (OR-D)",14
"McCain, J. (AZ-R)","Bennet, M. (CO-D)",20
"McCain, J. (AZ-R)","Franken, A. (MN-D)",18
"McCain, J. (AZ-R)","Coons, C. (DE-D)",22
"McCain, J. (AZ-R)","Manchin, J. (WV-D)",24
"McCain, J. (AZ-R)","Gardner, C. (CO-R)",51
"McCain, J. (AZ-R)","Lankford, J. (OK-R)",51
"McCain, J. (AZ-R)","Scott, T. (SC-R)",56
"McCain, J. (AZ-R)","Blumenthal, R. (CT-D)",28
"McCain, J. (AZ-R)","Rubio, M. (FL-R)",70
"McCain, J. (AZ-R)","Paul, R. (KY-R)",38
"McCain, J. (AZ-R)","Ayotte, K. (NH-R)",61
"McCain, J. (AZ-R)","Hoeven, J. (ND-R)",46
"McCain, J. (AZ-R)","Lee, M. (UT-R)",49
"McCain, J. (AZ-R)","Johnson, R. (WI-R)",59
"McCain, J. (AZ-R)","Schatz, B. (HI-D)",13
"McCain, J. (AZ-R)","Cotton, T. (AR-R)",59
"McCain, J. (AZ-R)","Warren, E. (MA-D)",13
"McCain, J. (AZ-R)","King, A. (ME-I)",22
"McCain, J. (AZ-R)","Daines, S. (MT-R)",67
"McCain, J. (AZ-R)","Heitkamp, H. (ND-D)",23
"McCain, J. (AZ-R)","Fischer, D. (NE-R)",54
"McCain, J. (AZ-R)","Cruz, T. (TX-R)",48
"McCain, J. (AZ-R)","Kaine, T. (VA-D)",18
"McCain, J. (AZ-R)","Booker, C. (NJ-D)",14
"McCain, J. (AZ-R)","Sullivan, D. (AK-R)",35
"McCain, J. (AZ-R)","Perdue, D. (GA-R)",57
"McCain, J. (AZ-R)","Ernst, J. (IA-R)",46
"McCain, J. (AZ-R)","Tillis, T. (NC-R)",52
"McCain, J. (AZ-R)","Rounds, M. (SD-R)",57
"McCain, J. (AZ-R)","Sasse, B. (NE-R)",25
"McConnell, M. (KY-R)","Mikulski, B. (MD-D)",2
"McConnell, M. (KY-R)","Murkowski, L. (AK-R)",27
"McConnell, M. (KY-R)","Murray, P. (WA-D)",4
"McConnell, M. (KY-R)","Nelson, B. (FL-D)",3
"McConnell, M. (KY-R)","Reed, J. (RI-D)",1
"McConnell, M. (KY-R)","Reid, H. (NV-D)",1
"McConnell, M. (KY-R)","Roberts, P. (KS-R)",48
"McConnell, M. (KY-R)","Schumer, C. (NY-D)",7
"McConnell, M. (KY-R)","Sessions, J. (AL-R)",38
"McConnell, M. (KY-R)","Shelby, R. (AL-R)",25
"McConnell, M. (KY-R)","Stabenow, D. (MI-D)",2
"McConnell, M. (KY-R)","Wyden, R. (OR-D)",4
"McConnell, M. (KY-R)","Baldwin, T. (WI-D)",4
"McConnell, M. (KY-R)","Blunt, R. (MO-R)",43
"McConnell, M. (KY-R)","Boozman, J. (AR-R)",42
"McConnell, M. (KY-R)","Brown, S. (OH-D)",6
"McConnell, M. (KY-R)","Burr, R. (NC-R)",29
"McConnell, M. (KY-R)","Capito, S. (WV-R)",38
"McConnell, M. (KY-R)","Cardin, B. (MD-D)",4
"McConnell, M. (KY-R)","Flake, J. (AZ-R)",27
"McConnell, M. (KY-R)","Isakson, J. (GA-R)",41
"McConnell, M. (KY-R)","Kirk, M. (IL-R)",23
"McConnell, M. (KY-R)","Markey, E. (MA-D)",4
"McConnell, M. (KY-R)","Menéndez, R. (NJ-D)",5
"McConnell, M. (KY-R)","Moran, J. (KS-R)",34
"McConnell, M. (KY-R)","Portman, R. (OH-R)",29
"McConnell, M. (KY-R)","Sanders, B. (VT-I)",2
"McConnell, M. (KY-R)","Toomey, P. (PA-R)",30
"McConnell, M. (KY-R)","Udall, T. (NM-D)",1
"McConnell, M. (KY-R)","Vitter, D. (LA-R)",47
"McConnell, M. (KY-R)","Wicker, R. (MS-R)",45
"McConnell, M. (KY-R)","Thune, J. (SD-R)",36
"McConnell, M. (KY-R)","Coats, D. (IN-R)",41
"McConnell, M. (KY-R)","Murphy, C. (CT-D)",3
"McConnell, M. (KY-R)","Hirono, M. (HI-D)",3
"McConnell, M. (KY-R)","Donnelly, J. (IN-D)",11
"McConnell, M. (KY-R)","Heller, D. (NV-R)",33
"McConnell, M. (KY-R)","Gillibrand, K. (NY-D)",3
"McConnell, M. (KY-R)","Klobuchar, A. (MN-D)",7
"McConnell, M. (KY-R)","McCaskill, C. (MO-D)",4
"McConnell, M. (KY-R)","Tester, J. (MT-D)",4
"McConnell, M. (KY-R)","Casey, R. (PA-D)",11
"McConnell, M. (KY-R)","Whitehouse, S. (RI-D)",5
"McConnell, M. (KY-R)","Corker, B. (TN-R)",22
"McConnell, M. (KY-R)","Barrasso, J. (WY-R)",38
"McConnell, M. (KY-R)","Cassidy, B. (LA-R)",28
"McConnell, M. (KY-R)","Heinrich, M. (NM-D)",1
"McConnell, M. (KY-R)","Peters, G. (MI-D)",5
"McConnell, M. (KY-R)","Warner, M. (VA-D)",7
"McConnell, M. (KY-R)","Risch, J. (ID-R)",43
"McConnell, M. (KY-R)","Shaheen, J. (NH-D)",4
"McConnell, M. (KY-R)","Merkley, J. (OR-D)",4
"McConnell, M. (KY-R)","Bennet, M. (CO-D)",4
"McConnell, M. (KY-R)","Franken, A. (MN-D)",6
"McConnell, M. (KY-R)","Coons, C. (DE-D)",8
"McConnell, M. (KY-R)","Manchin, J. (WV-D)",14
"McConnell, M. (KY-R)","Gardner, C. (CO-R)",28
"McConnell, M. (KY-R)","Lankford, J. (OK-R)",31
"McConnell, M. (KY-R)","Scott, T. (SC-R)",39
"McConnell, M. (KY-R)","Blumenthal, R. (CT-D)",4
"McConnell, M. (KY-R)","Rubio, M. (FL-R)",43
"McConnell, M. (KY-R)","Paul, R. (KY-R)",39
"McConnell, M. (KY-R)","Ayotte, K. (NH-R)",24
"McConnell, M. (KY-R)","Hoeven, J. (ND-R)",24
"McConnell, M. (KY-R)","Lee, M. (UT-R)",37
"McConnell, M. (KY-R)","Johnson, R. (WI-R)",34
"McConnell, M. (KY-R)","Schatz, B. (HI-D)",3
"McConnell, M. (KY-R)","Cotton, T. (AR-R)",40
"McConnell, M. (KY-R)","Warren, E. (MA-D)",1
"McConnell, M. (KY-R)","King, A. (ME-I)",4
"McConnell, M. (KY-R)","Daines, S. (MT-R)",34
"McConnell, M. (KY-R)","Heitkamp, H. (ND-D)",7
"McConnell, M. (KY-R)","Fischer, D. (NE-R)",34
"McConnell, M. (KY-R)","Cruz, T. (TX-R)",43
"McConnell, M. (KY-R)","Kaine, T. (VA-D)",4
"McConnell, M. (KY-R)","Booker, C. (NJ-D)",5
"McConnell, M. (KY-R)","Sullivan, D. (AK-R)",20
"McConnell, M. (KY-R)","Perdue, D. (GA-R)",41
"McConnell, M. (KY-R)","Ernst, J. (IA-R)",29
"McConnell, M. (KY-R)","Tillis, T. (NC-R)",32
"McConnell, M. (KY-R)","Rounds, M. (SD-R)",38
"McConnell, M. (KY-R)","Sasse, B. (NE-R)",21
"Mikulski, B. (MD-D)","Murkowski, L. (AK-R)",33
"Mikulski, B. (MD-D)","Murray, P. (WA-D)",86
"Mikulski, B. (MD-D)","Nelson, B. (FL-D)",46
"Mikulski, B. (MD-D)","Reed, J. (RI-D)",63
"Mikulski, B. (MD-D)","Reid, H. (NV-D)",37
"Mikulski, B. (MD-D)","Roberts, P. (KS-R)",13
"Mikulski, B. (MD-D)","Schumer, C. (NY-D)",87
"Mikulski, B. (MD-D)","Sessions, J. (AL-R)",9
"Mikulski, B. (MD-D)","Shelby, R. (AL-R)",6
"Mikulski, B. (MD-D)","Stabenow, D. (MI-D)",76
"Mikulski, B. (MD-D)","Wyden, R. (OR-D)",67
"Mikulski, B. (MD-D)","Baldwin, T. (WI-D)",106
"Mikulski, B. (MD-D)","Blunt, R. (MO-R)",36
"Mikulski, B. (MD-D)","Boozman, J. (AR-R)",23
"Mikulski, B. (MD-D)","Brown, S. (OH-D)",87
"Mikulski, B. (MD-D)","Burr, R. (NC-R)",23
"Mikulski, B. (MD-D)","Capito, S. (WV-R)",32
"Mikulski, B. (MD-D)","Cardin, B. (MD-D)",105
"Mikulski, B. (MD-D)","Flake, J. (AZ-R)",8
"Mikulski, B. (MD-D)","Isakson, J. (GA-R)",13
"Mikulski, B. (MD-D)","Kirk, M. (IL-R)",53
"Mikulski, B. (MD-D)","Markey, E. (MA-D)",108
"Mikulski, B. (MD-D)","Menéndez, R. (NJ-D)",74
"Mikulski, B. (MD-D)","Moran, J. (KS-R)",25
"Mikulski, B. (MD-D)","Portman, R. (OH-R)",15
"Mikulski, B. (MD-D)","Sanders, B. (VT-I)",77
"Mikulski, B. (MD-D)","Toomey, P. (PA-R)",14
"Mikulski, B. (MD-D)","Udall, T. (NM-D)",58
"Mikulski, B. (MD-D)","Vitter, D. (LA-R)",18
"Mikulski, B. (MD-D)","Wicker, R. (MS-R)",23
"Mikulski, B. (MD-D)","Thune, J. (SD-R)",10
"Mikulski, B. (MD-D)","Coats, D. (IN-R)",6
"Mikulski, B. (MD-D)","Murphy, C. (CT-D)",85
"Mikulski, B. (MD-D)","Hirono, M. (HI-D)",95
"Mikulski, B. (MD-D)","Donnelly, J. (IN-D)",32
"Mikulski, B. (MD-D)","Heller, D. (NV-R)",26
"Mikulski, B. (MD-D)","Gillibrand, K. (NY-D)",118
"Mikulski, B. (MD-D)","Klobuchar, A. (MN-D)",82
"Mikulski, B. (MD-D)","McCaskill, C. (MO-D)",48
"Mikulski, B. (MD-D)","Tester, J. (MT-D)",51
"Mikulski, B. (MD-D)","Casey, R. (PA-D)",77
"Mikulski, B. (MD-D)","Whitehouse, S. (RI-D)",91
"Mikulski, B. (MD-D)","Corker, B. (TN-R)",3
"Mikulski, B. (MD-D)","Barrasso, J. (WY-R)",11
"Mikulski, B. (MD-D)","Cassidy, B. (LA-R)",10
"Mikulski, B. (MD-D)","Heinrich, M. (NM-D)",70
"Mikulski, B. (MD-D)","Peters, G. (MI-D)",78
"Mikulski, B. (MD-D)","Warner, M. (VA-D)",39
"Mikulski, B. (MD-D)","Risch, J. (ID-R)",11
"Mikulski, B. (MD-D)","Shaheen, J. (NH-D)",87
"Mikulski, B. (MD-D)","Merkley, J. (OR-D)",92
"Mikulski, B. (MD-D)","Bennet, M. (CO-D)",64
"Mikulski, B. (MD-D)","Franken, A. (MN-D)",99
"Mikulski, B. (MD-D)","Coons, C. (DE-D)",82
"Mikulski, B. (MD-D)","Manchin, J. (WV-D)",29
"Mikulski, B. (MD-D)","Gardner, C. (CO-R)",17
"Mikulski, B. (MD-D)","Lankford, J. (OK-R)",4
"Mikulski, B. (MD-D)","Scott, T. (SC-R)",12
"Mikulski, B. (MD-D)","Blumenthal, R. (CT-D)",103
"Mikulski, B. (MD-D)","Rubio, M. (FL-R)",15
"Mikulski, B. (MD-D)","Paul, R. (KY-R)",7
"Mikulski, B. (MD-D)","Ayotte, K. (NH-R)",41
"Mikulski, B. (MD-D)","Hoeven, J. (ND-R)",15
"Mikulski, B. (MD-D)","Lee, M. (UT-R)",4
"Mikulski, B. (MD-D)","Johnson, R. (WI-R)",7
"Mikulski, B. (MD-D)","Schatz, B. (HI-D)",76
"Mikulski, B. (MD-D)","Cotton, T. (AR-R)",12
"Mikulski, B. (MD-D)","Warren, E. (MA-D)",91
"Mikulski, B. (MD-D)","King, A. (ME-I)",51
"Mikulski, B. (MD-D)","Daines, S. (MT-R)",17
"Mikulski, B. (MD-D)","Heitkamp, H. (ND-D)",43
"Mikulski, B. (MD-D)","Fischer, D. (NE-R)",12
"Mikulski, B. (MD-D)","Cruz, T. (TX-R)",4
"Mikulski, B. (MD-D)","Kaine, T. (VA-D)",51
"Mikulski, B. (MD-D)","Booker, C. (NJ-D)",80
