source,target,mlf_score,df_alpha,gloss_alpha,pf_alpha,hss_score,nc_score,global_score,weight
Feuilly,Bossuet,11.886822627472046,0.13721952521804504,0.24838,0.0373970150197444,0.6363636363636364,0.7226508706422129,9,9
Feuilly,Joly,1.4865194748189303,0.5846792890864376,0.999999,0.711975892134814,0.0,0.15168599668401786,2,2
Feuilly,Grantaire,3.0672470783360635,0.30065780133008957,0.215892,0.443039921800394,0.025974025974025976,0.5985752320942624,2,2
Courfeyrac,Bahorel,0.31507086788218835,0.7052269017761246,0.999957,0.851406741876488,0.0,-0.6372812293383683,1,1
Courfeyrac,Bossuet,0.09372219149849723,0.8145388123615704,0.999455,0.932902110980088,0.0,-0.9412836832202934,1,1
Courfeyrac,Joly,3.4907423133981528,0.2480143275689234,0.700734,0.299244925166795,0.025974025974025976,0.3772453099811694,5,5
Courfeyrac,Grantaire,0.7339770424285499,0.5594245067186421,0.993372,0.731777762521073,0.0,-0.19064332003096215,1,1
Courfeyrac,MmeHucheloup,1.3912806426505884,0.39656945660396614,0.98539,0.60281782881969,0.24675324675324675,0.32301694506906,1,1
Bahorel,Bossuet,0.37979028489177935,0.8145388123615704,0.999846,0.851406741876488,0.0,-0.561865640231635,1,1
Bahorel,Joly,0.5806510168786164,0.7671498943030445,0.999972,0.851406741876488,0.0,-0.3465812616886145,1,1
Bahorel,Grantaire,1.316004460821855,0.5594245067186421,0.981929,0.731777762521073,0.0,0.25885606855104154,1,1
Bahorel,MmeHucheloup,2.058243226915478,0.39656945660396614,0.969492,0.60281782881969,0.025974025974025976,0.6285008062127808,1,1
Bossuet,Joly,0.8074397786557967,0.5846792890864376,0.999522,0.742758363604809,0.0,-0.15851520725962367,2,2
Bossuet,Grantaire,0.826103209335821,0.5594245067186421,0.996069,0.731777762521073,0.0,-0.10848941608932988,1,1
Bossuet,MmeHucheloup,1.502142494967022,0.39656945660396614,0.94973,0.60281782881969,0.03896103896103896,0.3851909559684235,1,1
Joly,Grantaire,1.0898829706996143,0.5594245067186421,0.98073,0.731777762521073,0.0,0.10340194712899053,1,1
Joly,MmeHucheloup,1.8070673983426873,0.39656945660396614,0.940319,0.60281782881969,0.025974025974025976,0.5317419448889521,1,1
Grantaire,MmeHucheloup,2.717864432253632,0.39656945660396614,0.991483,0.60281782881969,0.025974025974025976,0.8027937424138287,1,1
Gueulemer,Babet,1.8070673983426873,0.6446089162177975,0.165682,0.693951187249886,0.0,0.5220973752182995,1,1
Gueulemer,Claquesous,1.8988657746697646,0.614709800631603,0.731913,0.693951187249886,0.0,0.5609894075042586,1,1
Gueulemer,Montparnasse,2.3292105309923525,0.49853024673868906,1.0,0.682195273162839,0.0,0.7086340750387046,1,1
Gueulemer,Brujon,2.2533555556364067,0.6186248513251715,1.63991e-07,0.693951187249886,0.0,0.6863678042195004,1,1
Babet,Claquesous,1.5325403063248417,0.614709800631603,1.0,0.777290867584107,0.0,0.38602005353105023,1,1
Babet,Montparnasse,1.9487814191868655,0.49853024673868906,1.0,0.682195273162839,0.0,0.5816673735520047,1,1
Babet,Brujon,1.87496381760837,0.6186248513251715,0.995546,0.779936320213617,0.0,0.5514878763337432,1,1
Claquesous,Montparnasse,2.0417338722537326,0.49853024673868906,1.0,0.682195273162839,0.0,0.6165431427949644,1,1
Claquesous,Brujon,1.967338004072035,0.6186248513251715,5.44308e-05,0.777290867584107,0.0,0.5884289872238084,1,1
Montparnasse,Brujon,2.3997242209491194,0.6186248513251715,1.0,0.682195273162839,0.0,0.7279437111217933,1,1
Child1,Child2,14.357535671897713,0.4,0.635897,0.500000000000002,0.025974025974025976,0.989074183827595,3,3
