source,target,weight,gloss_alpha,nc_score,mlf_score,pf_alpha,df_alpha,hss_score,global_score
647,488,148,0.786117,0.0334228997511197,3.033700373858316,0.851671906758339,0.7916055940260982,0.0,148
647,498,1501,0.670273,0.8503911249166247,709.782712893384,0.704764402166161,0.1130769024894355,0.3467446964155084,1501
647,502,185,0.350087,,390.7572948946155,0.0961888995497148,0.3428880480758138,0.0,185
647,506,931,0.979849,-0.1733093304582529,-0.0,0.523353849348056,0.2324739515944164,0.0,931
647,507,510,0.310914,0.9197069904008536,709.782712893384,0.931147573678838,0.2254984390124332,0.0,510
647,510,251,0.745668,-0.000226153490993,1.7211849931213057,0.770588787735339,0.669691426841647,0.0,251
647,514,2322,0.771707,0.8136314016321876,709.782712893384,0.804947506335806,0.095411710258493,0.1243599122165325,2322
647,520,2344,0.452703,0.9139607344935312,709.782712893384,0.479178543795852,0.0129186962320382,0.951353328456474,2344
647,521,355,0.105995,,709.782712893384,0.768169551463764,0.0601158169743177,1.0,355
647,522,206,0.19955,0.95171189251779,567.3002928463586,0.228626098441503,0.152365661802395,1.0,206
647,524,217,0.400817,0.8382810551396086,336.7269893670318,0.0390538528887328,0.4076270842613312,0.0,217
647,527,136,0.53157,0.0373750317103371,3.1342746207330903,0.435729538358984,0.6168138713426072,0.0,136
647,528,93,0.708152,0.170353370309539,9.538383793654022,0.488540212537987,0.8089699567373803,0.0,93
647,537,1027,0.362854,0.845816020930792,709.782712893384,0.542179640027521,0.1215107917618794,0.0,1027
647,538,530,0.381329,0.8360620659551148,709.782712893384,0.0020613291516985,0.2992426154648835,0.0,530
647,539,392,0.468202,0.1899249229774742,33.660065542920954,0.160381024599664,0.3724432111242672,0.0,392
647,540,147,0.45244,0.8562626363531461,246.7807079952374,0.0698222424494643,0.4612855481085449,0.0,147
647,549,745,0.17443,0.9235918200549984,709.782712893384,0.259907719363404,0.0709022820045186,0.0234089246525237,745
647,552,124,0.862702,-0.5014552766347713,-0.0,0.558172872077876,0.8467996490574664,0.0,124
647,554,240,0.823264,-0.6534965050997764,-0.0,0.387866003284659,0.6863920050740373,0.0,240
647,555,111,0.806517,-0.2624327317451162,8.647881432127178e-07,0.698933615710259,0.8241814323034397,0.0,111
647,559,436,0.511964,0.7743352430621685,528.763657737783,0.0593551429315389,0.4671947570684033,0.0,436
647,561,262,0.283435,,709.782712893384,0.038920898843696,0.1745382716049383,1.0,262
647,565,92,0.772315,-0.4219616483314828,1.1102230246251563e-16,0.038920898843696,0.8218558655366304,0.0,92
647,571,7566,0.999697,0.8018047738642294,709.782712893384,0.380622842144584,0.000346330871906,0.5204828090709583,7566
647,576,276,0.51684,,705.7177522932793,0.0369285833530859,0.4792899408284023,0.0,276
647,578,1185,0.746793,0.8082068094868909,709.782712893384,0.0392182261732318,0.232659109316095,0.0,1185
647,579,431,0.612737,-0.2110792383373645,2.220446049250313e-16,0.500725828465153,0.4311086585837592,0.0,431
647,586,84,0.720789,0.255775695160061,14.963416898430207,0.620250950549934,0.8166234710968628,0.0,84
647,588,589,0.268281,0.909965678169028,709.782712893384,0.176127646839062,0.1744767865808225,0.0,589
647,593,446,0.425415,0.851591173795089,709.782712893384,0.570478911200124,0.3747677102008874,0.0,446
647,594,69,0.751586,0.2629643114568483,13.368639315003705,0.207458962614578,0.8413548166848808,0.0,69
647,597,170,0.740699,-0.5195138917213319,-0.0,0.274899873766429,0.7288877367012668,0.0,170
647,598,727,0.398365,0.9045603705646368,709.782712893384,4.24354274951296e-05,0.2952079308158852,0.0782735918068763,727
647,599,494,0.226152,,709.782712893384,0.0560633298076574,0.1453419969831404,0.0117044623262618,494
647,602,71,0.784083,0.2020980626363722,9.69794904028343,0.683656216387766,0.87207710357048,0.0,71
647,603,251,0.117602,0.9688790155815474,709.782712893384,0.0794876679462827,0.0714312303143053,1.0,251
647,604,126,0.588947,0.7867363307947893,161.8552324748848,0.494287423725585,0.6662095522831265,0.0,126
647,606,80,0.530881,0.8706599095369626,145.65785543593276,0.0121625628565209,0.5504556101158204,0.0,80
647,609,13,0.724611,,21.84586198004949,0.807706032006906,0.802816,0.0,13
647,611,1545,0.677492,0.844216269090514,709.782712893384,0.0724401232469868,0.1111948634133342,0.0954645208485735,1545
647,614,122,0.307311,0.9074558655954464,258.13081296385747,0.30711742957539,0.2786352257157682,0.0,122
647,618,239,0.475135,0.2053559234096135,25.093398358499265,0.693444525060853,0.5080314002847904,0.0,239
647,628,220,0.398816,0.7768230333328756,271.8110920755019,0.0494047525631915,0.4262028939680493,0.0,220
647,629,196,0.335346,0.9453683519042766,517.3032058388586,0.0202662103794593,0.2962962962962963,0.0940014630577908,196
647,632,189,0.622283,0.1263849613560167,10.743615876667317,0.0283062208164296,0.6589927402789797,0.0,189
647,640,18,0.46705,0.5971545512953936,14.933311047048216,0.475063575608364,0.3019729608602844,0.0,18
647,643,2142,0.298995,0.8971364089972618,709.782712893384,0.693980216177009,0.0095603981702734,0.825164594001463,2142
647,648,2605,0.0832844,0.2492051582981689,467.9790838940329,0.686749724454539,0.0769553027940042,0.1865398683247988,2605
647,2197,217,0.418044,0.8552011806006478,358.76180409136623,0.0766413689855405,0.4135293155452419,0.0,217
647,652,229,0.527552,0.670491386157169,196.28580483882195,0.805041104371717,0.5839424647914002,0.0,229
647,653,925,0.580146,0.8065856330416961,709.782712893384,0.619116795348514,0.2352574579338824,0.0,925
647,2236,381,0.329784,,709.782712893384,0.669824018098207,0.1682777559451351,1.0,381
647,2216,78,0.569196,0.7893513749510044,103.34126603870811,0.152916419567575,0.6043987561846472,0.0,78
647,661,168,0.772012,-0.1919425598414142,1.9997358385315977e-05,0.381728951706975,0.7561436945537463,0.0,168
647,663,158,0.804004,-0.6253620461547469,-0.0,0.492658281919631,0.7797393999531934,0.0,158
647,665,420,0.258296,0.3903045693597416,121.12228664884871,0.137144554615164,0.1994522190059474,0.0,420
647,667,99,0.597823,0.0946367785841431,5.342492066399836,0.683379642712349,0.6861324473944708,0.0,99
647,668,623,0.170284,0.968630213998718,709.782712893384,0.142735409965986,0.0760535257370447,1.0,623
647,669,593,0.215483,,709.782712893384,0.0607364021184704,0.1091501309356677,0.7209217264081931,593
647,673,225,0.649755,-0.4914418517684176,-0.0,0.120428168947588,0.6186477575619465,0.0,225
647,674,141,0.906411,-0.3688981245229962,-0.0,0.36572279065314,0.8708670634654867,0.0,141
647,676,530,0.245556,0.9042659511728982,709.782712893384,0.0054771052376132,0.1604664842805405,0.0,530
647,678,120,0.312374,0.9470725194996228,322.8102418447009,0.0006458992919011,0.277389660557245,0.0,120
647,679,546,0.31745,,709.782712893384,0.0017798717206069,0.2108584160062395,0.8675932699341624,546
647,681,166,0.406773,0.8726415308386483,298.72278222690386,0.495381747718087,0.4099507888616421,0.0,166
647,682,442,0.649392,-0.2192188467089197,-0.0,0.567704829463639,0.4496989604535463,0.0,442
647,683,123,0.843216,-0.3816574932401885,-0.0,0.0459853585357845,0.8372370533482136,0.0,123
647,687,632,0.40513,0.6415951987591291,480.350245156115,0.364616601904152,0.2266340570405924,0.0,632
647,688,98,0.889173,-0.2891329988426034,2.321145185658727e-07,0.388017622066673,0.8859941615032938,0.0,98
647,689,128,0.869844,-0.0860126651140786,0.1848264111634047,0.498471500799978,0.8510768991056976,0.0,128
647,690,139,0.603121,0.440355816504796,53.52693402082628,0.695215077002087,0.7039859845585601,0.0,139
647,691,778,1.0,-0.4221244427958839,-0.0,0.628632652001212,0.3455626047442213,0.0,778
647,697,437,0.839303,-0.0742055845604436,0.0091280579834732,0.70633572087774,0.6251093648041246,0.0,437
647,700,308,0.825559,-0.4564404375932567,-0.0,0.0196652200112912,0.6340535653877414,0.0,308
647,702,880,0.887122,0.1209186860022942,36.67304044483394,0.649587248140263,0.329757552837698,0.0,880
647,703,516,0.23197,0.9070627607173694,709.782712893384,0.0270878883514463,0.1500025213061512,0.0095098756400877,516
647,708,98,0.898879,-0.5422631513611726,-0.0,0.278340302676181,0.8895718242243403,0.0,98
647,710,615,0.223448,,709.782712893384,0.39054649899952,0.133357275995393,0.6415508412582297,615
647,712,8,0.963599,-1.0108690097609656,-0.0,0.473241008767405,0.9864279472513984,0.0,8
647,714,1494,0.188708,0.911147605470124,709.782712893384,0.723306855495452,0.0188152755193912,0.9948792977322604,1494
647,715,288,0.328344,0.9016038580041184,586.5523607980277,0.763303640454147,0.3060041530842912,0.0,288
647,718,4553,0.611548,0.884151211447226,709.782712893384,0.152283886340373,0.0021263679500715,0.3332114118507681,4553
647,722,438,0.540492,0.7126653242963751,427.6112788923792,0.323735751660059,0.4753795201652918,0.0,438
647,725,774,0.992913,0.1394522006927233,36.41402896388804,0.785688372481909,0.4947838896603223,0.0,774
647,726,177,0.807512,-0.1386212342643043,0.0031880385514043,0.376087361128513,0.7733940659150892,0.0,177
647,1878,684,0.0354488,,709.782712893384,0.185750141510818,0.0079821092973981,1.0,684
647,2262,63,1.0,0.9818359474671864,236.1808846819824,0.291333670882295,0.9046875689553028,1.0,63
647,729,76,0.65644,0.1516139663116041,7.332968052945293,0.308794664883475,0.739156019499946,0.0,76
647,733,1253,0.999618,0.1273777133217559,45.01382343155569,0.629860737650958,0.291565138186067,0.0,1253
647,2184,524,0.080782,0.9484007134524726,709.782712893384,0.769495283037278,0.0321268739171166,1.0,524
647,2185,595,0.309437,0.9469421754058768,709.782712893384,0.688608297026423,0.190640596288946,0.8152889539136795,595
647,735,497,0.739392,0.4282045303685122,168.5723039773385,0.390032753695626,0.50151158688084,0.0,497
647,736,504,0.679872,-0.0191572181942013,0.6871969781561362,0.511430543656022,0.4365258066977535,0.0,504
647,737,291,0.857622,0.0561326759010374,5.74599046584897,0.275533600829126,0.7375391480390544,0.0,291
647,738,516,0.412142,0.7153505447173346,507.3750613822505,0.534890150125544,0.3148722207518214,0.0,516
647,739,195,0.614432,-0.1156282912739907,0.0122431505572523,0.99512047880166,0.6332856942023317,0.0,195
647,741,164,0.770213,-0.4162463058476092,-0.0,0.433288056099031,0.7548705362239274,0.0,164
647,2189,524,0.443784,0.7359352594865399,553.4481459576966,0.701346503674678,0.3416841063460399,0.0,524
647,2190,145,0.87153,0.0712831459137703,5.037000346276003,0.642059080053656,0.8422993418208251,0.0,145
647,2194,739,0.621596,0.7817407990232096,709.782712893384,0.574837594936134,0.3594225865884393,0.0,739
647,952,517,0.34898,0.5799533700265087,317.2507563064655,0.766589729660595,0.2470477468874456,0.0,517
647,965,207,0.67967,-0.3800443186026035,-0.0,0.70383633987355,0.6565993107236731,0.0,207
647,966,1100,0.195481,0.8288306557547084,709.782712893384,0.653477431462381,0.0398629055263269,0.1163130943672275,1100
647,980,27,0.335797,,46.34542044587078,0.24090271109797,0.3699521028720521,0.0,27
647,984,816,0.235832,0.5940154981590167,522.0352893265648,0.685826622201544,0.082307130846231,0.0,816
647,1161,940,0.172886,0.812422077747955,709.782712893384,0.419857398427436,0.0454295300974545,0.0475493782004389,940
647,1187,109,0.862526,-0.5667166142547128,-0.0,0.614242931638637,0.8572320351630354,0.0,109
647,1264,1270,0.386351,0.4062034109923885,375.95356435603617,0.847785605630318,0.0528909033691299,0.0274323335771763,1270
647,719,18,0.460052,0.9123824716577112,44.99275654878321,0.920560500572254,0.3045237817576011,0.997805413313826,18
647,2673,12,1.0,0.9818361630421956,46.57846679743665,0.460945341922676,0.981107437527944,1.0,12
648,488,426,0.357693,0.2902123832280129,72.77023359310628,0.0199942534982499,0.5068805798845373,0.0,426
648,505,421,0.429115,,709.782712893384,0.244251140880101,0.282793867120954,1.0,421
648,506,1457,1.0,-0.2109269562086052,-0.0,0.398901262910916,0.1014937953850482,0.064740307242136,1457
648,510,656,0.268178,0.206268366504925,61.29843972048496,0.28086199082795,0.3477563485028376,0.0,656
648,514,5410,0.0512143,0.8554035813528736,709.782712893384,0.807935644512653,0.0028477663306445,0.7161667885881492,5410
648,524,490,0.172026,0.8722257613653409,709.782712893384,0.693415118356768,0.1117626390339953,0.6517922457937089,490
648,527,360,0.264005,0.2543143154774001,50.02762832643409,0.350555075470089,0.2751293847746618,0.0,360
648,528,1460,0.107813,0.8625182727968289,709.782712893384,0.813023289781012,0.0239233703952138,0.5969275786393562,1460
648,539,289,0.366328,-0.2599701294388031,1.1102230246251563e-16,0.261643254035949,0.4834524027227522,0.0,289
648,552,4425,0.0483806,0.7720229767258168,709.782712893384,0.184845879560225,0.0017790787534562,0.5248719824433065,4425
648,554,290,0.613917,-0.6966481565623349,-0.0,0.360749085023574,0.6345551892899816,0.0,290
648,555,8876,2.38548e-15,0.9349823428889285,709.782712893384,0.265155985782683,7.338583074556482e-10,0.9996342355523042,8876
648,559,569,0.336656,0.7068270067458262,542.3607146418011,0.341400590295176,0.3659824525792843,0.0,569
648,563,10,1.0,0.968168476349896,33.46972180946191,0.825165750356013,0.990290218093932,1.0,10
648,565,121,0.586307,-0.5367384628129995,-0.0,0.895669543862671,0.7724325805322424,0.0,121
648,571,252,1.0,-0.7205584942619339,-0.0,0.863006907532935,0.775519248679535,0.0,252
648,579,382,0.339977,-0.5125772652733716,-0.0,0.395550484405581,0.4745126460701354,0.0,382
648,586,221,0.466384,0.4477754024640781,84.71959450785376,0.023234907679289,0.5824635299142323,0.0,221
648,588,698,0.186065,0.8690155181864583,709.782712893384,0.109567772256334,0.1205799215604095,0.2970007315288954,698
648,594,501,0.284799,0.76684862606003,589.9865709323403,0.363862953259892,0.2650410178466867,0.0,501
648,597,270,0.415369,-0.594683100385994,-0.0,0.86327641118699,0.6048621760074184,0.0,270
648,602,2201,0.0610214,0.933037476401709,709.782712893384,0.126293364205577,0.0034193363948793,1.0,2201
648,618,200,0.433941,-0.1781493351399991,1.5317216364848133e-05,0.903072700431895,0.5677797718255123,0.0,200
648,628,744,0.105663,0.8785851628830946,709.782712893384,0.779427702910085,0.0408387117391834,0.9963423555230432,744
648,632,291,0.383399,0.0630348080849741,6.409442860303641,0.644687481394186,0.5250181083746753,0.0,291
648,2263,80,1.0,0.9681678373317396,254.34312025171704,0.422376181604639,0.9248936866742932,1.0,80
648,661,222,0.475022,-0.3284392197754738,-0.0,0.508906132958295,0.6908883579236744,0.0,222
648,663,816,0.229481,-0.1402763261843005,2.906563878472884e-12,0.0477092710072603,0.274823214404175,0.0,816
648,665,279,0.301739,-0.0920943837831526,0.0180514177015195,0.271659596597883,0.3440312432274844,0.0,279
648,667,202,0.381602,0.1809195065400801,18.17590523451097,0.678745388369009,0.4613914292554194,0.0,202
648,669,141,0.53851,0.6282058491005217,106.49072461527264,0.0401772812812928,0.6329302092318138,0.0,141
648,673,594,0.241624,-0.3067336888633675,-0.0,0.226978941305257,0.2804272222215055,0.0,594
648,674,4381,0.0777594,0.796732165243095,709.782712893384,0.184689381130855,0.0096804468959601,0.3928310168251646,4381
648,679,224,0.487532,0.7381349859809716,241.41082546003787,0.127416888055935,0.5591902789484346,0.0,224
648,682,602,0.261901,-0.3425188135152023,-0.0,0.193166208490411,0.3363120190678703,0.0,602
648,683,512,0.327325,0.0691364912772215,10.34694182869121,0.222212157598535,0.4747306062940357,0.0,512
648,687,897,0.171719,0.573471260512829,531.7035447314784,0.558001142691682,0.119235359948008,0.0585223116313094,897
648,688,4276,0.0562075,0.878508041048032,709.782712893384,0.415290949551851,0.0023271916102544,0.9656181419166056,4276
648,691,1777,1.0,-0.2101017942888637,-0.0,0.291409578836692,0.0875649014471209,0.1649597659107534,1777
648,695,2565,0.0773689,0.8399608150321469,709.782712893384,0.342283727805584,0.0105793715629893,0.7805413313825896,2565
648,697,889,0.26768,0.0036433916391042,1.749144419479043,0.241206631927178,0.3829338125249886,0.0,889
648,700,450,0.407876,-0.5350875937509024,-0.0,0.492860788126215,0.513625705553249,0.0,450
648,702,1431,0.240763,-0.1369778022481202,31.950282672077165,0.114306882342063,0.1634809657755866,0.0,1431
648,708,8838,0.00339547,0.8940404434953488,709.782712893384,0.461845287805596,3.860509671604895e-06,0.6642282370153622,8838
648,712,36,0.820355,-0.7214022349716758,-0.0,0.889481671304634,0.9402734005408628,0.0,36
648,2182,792,0.194885,0.829488294008857,709.782712893384,0.0939107288559652,0.1205816516391524,0.0373079736649597,792
648,717,1046,0.116336,0.9391551714402748,709.782712893384,0.516076149852195,0.0263415746734525,1.0,1046
648,718,250,0.48459,-0.3609950760116813,-0.0,0.46668544251874,0.73108685725671,0.0,250
648,722,587,0.317084,0.6381510117765716,441.0066542069393,0.0172697393880715,0.3654471530233932,0.0,587
648,2229,119,0.435439,0.9079549108146568,253.98272028149225,0.177835400905371,0.4291199327872295,0.0,119
648,725,888,0.592503,-0.074925204706323,0.0001074702821016,0.307427252360438,0.4457391792722591,0.0,888
648,726,350,0.397337,-0.0700232187479458,0.0578582400964404,0.359805417864852,0.6004854611168869,0.0,350
648,727,128,0.678803,0.4304639159291281,47.67344624411443,0.0691302689133103,0.8038716076057135,0.0,128
648,728,118,0.421485,,230.5143628114384,0.0236534787297318,0.5111904595206422,0.0,118
648,733,3959,1.0,0.3870305029848054,709.782712893384,0.0854865629961521,0.0193294151336221,0.281272860277981,3959
648,735,1760,0.134827,0.6715858894136179,709.782712893384,0.276887116419694,0.0803322954924046,0.2399414776883686,1760
648,736,1062,0.181233,0.0719792926996144,18.435210906370894,0.118229086689124,0.1727998967619627,0.0,1062
648,737,1333,0.210433,0.5000725211398048,598.5231383734991,0.0289501838544435,0.2411045243491216,0.0380395025603511,1333
648,739,288,0.375823,-0.200227652137489,9.243434910652851e-10,0.0117727155091894,0.5086567180366077,0.0,288
648,2264,182,0.610228,0.7547622994684023,209.08156298223156,0.376427497159743,0.6842660762711654,0.0,182
648,741,2207,0.0835082,0.5535328672865731,709.782712893384,0.244188416442221,0.0204738600635782,0.46525237746891,2207
648,2190,535,0.32142,0.4334678198551117,184.9643159404268,0.779843051787618,0.5256053249822633,0.0,535
648,2194,1545,0.181817,0.8134586453179268,709.782712893384,0.72619171629987,0.1065067221366982,0.7037307973664959,1545
648,765,2826,0.034819,0.4577745009043779,709.782712893384,0.692820125710346,0.0011378854325769,0.4689100219458669,2826
648,858,1912,0.0654953,0.2771032622244365,263.664001425993,0.372302414527805,0.0104762316003034,0.3054133138258961,1912
648,865,801,0.129483,0.3599654188541549,194.18865412901545,0.511602081945787,0.0678105609145592,0.1945866861741038,801
648,932,614,0.189407,0.7333655859041719,641.2561733597765,0.107885873741513,0.1313304122677099,0.3068763716166788,614
648,939,223,0.419871,0.7533930695552886,253.6975679947144,0.340053385881936,0.4718047976535156,0.0,223
648,952,554,0.233453,0.3887798090761512,156.3563578579813,0.526679306578831,0.2230888955317808,0.0,554
648,953,92,0.501167,0.6291591218595454,71.1411412404722,0.0707129634680101,0.5397114393870772,0.0,92
648,958,172,0.488456,0.5571636258568431,100.982385490983,0.314351068658965,0.5783638328774081,0.0,172
648,2265,30,1.0,0.9681682000089604,96.82447227680365,0.244388950914622,0.9711506385597872,1.0,30
648,963,196,0.257184,0.852614981078063,322.638261830019,0.24991730279651,0.2483251817122785,0.0,196
648,965,966,0.168415,0.1251507488692755,36.325562510684925,0.369340215850354,0.1380900621429202,0.0,966
648,967,98,0.232343,0.84438167539706,156.62994676934747,0.994268641443439,0.2215988609625028,0.0,98
648,970,5,0.99612,0.6854885115530982,7.076430035700687,0.811466454110347,0.8863636363636364,0.0,5
648,971,277,0.41686,0.3031685502743351,52.97386358319548,0.483664761529225,0.5270393108052474,0.0,277
648,974,546,0.280522,0.549972965199815,299.8646544350676,0.111906757636425,0.2921530560202604,0.0,546
648,981,319,0.402676,-0.5003792628297385,-0.0,0.534606801240298,0.6097848791879044,0.0,319
648,2266,21,0.552759,,28.22908843785396,0.79541590250158,0.5630630439870241,0.0,21
648,2258,167,0.275691,0.8924064347883938,328.3018088459653,0.251318617443298,0.2527726417458263,0.1430138990490124,167
648,2259,86,0.359693,0.8986467043821338,175.9785203708754,0.359878300005214,0.3262372568179259,0.9736649597659108,86
648,984,176,0.455625,-0.3922915139695273,-0.0,0.19649650784341,0.5881252811718646,0.0,176
648,985,334,0.250688,0.747168542201526,368.6204286389563,0.452174337944374,0.2348781724310397,0.0,334
648,986,1259,0.146334,0.7088087224238135,709.782712893384,0.578382933057715,0.0727117515883616,0.3760058522311631,1259
648,987,248,0.353692,0.252078483258681,35.53147423227697,0.268454696521178,0.4219500876564511,0.0,248
648,2195,393,0.119028,0.8568041569913554,652.850433984334,0.146331909331174,0.0723046215035893,0.9985369422092172,393
648,1014,89,0.0568703,0.7634800084252817,107.2201563308742,0.346408290062702,0.0411565529845693,1.0,89
648,1033,723,0.166348,0.457599593363467,274.23669355788854,0.466961063824796,0.1130802020399388,0.0,723
648,1064,215,0.331883,-0.2426458372257768,3.9466874213968656e-11,0.320580007162093,0.3875060956743694,0.0,215
648,1096,757,0.143809,-0.0729354904531942,0.0004395355396783,0.109503708956511,0.0904494798822785,0.0,757
648,1161,947,0.114344,0.6924547907940765,709.782712893384,0.841402650200606,0.0443458041623653,0.239575713240673,947
648,1183,420,0.407332,0.6055909506216369,283.4903498556504,0.257472567275022,0.4981773173578627,0.0,420
648,1184,421,0.411539,0.5881026572098105,267.157047151401,0.334425980165631,0.5172467327011436,0.0,421
648,1187,1398,0.162612,0.4020439178466058,409.6823515306291,0.743210017708248,0.133728728352927,0.0413313825896122,1398
648,1189,669,0.267791,0.4835836204848636,282.99980501018257,0.832510659710333,0.3781213961859605,0.0,669
648,2267,519,0.42316,0.9260021518148736,709.782712893384,0.722587154073664,0.3337435887929419,0.4575713240673006,519
648,1201,306,0.340465,-0.3648915327463511,-0.0,0.369041109881106,0.4356276113869295,0.0,306
648,1202,579,0.269545,-0.2587572562737061,-0.0,0.83197501788094,0.3526152745589529,0.0,579
648,1254,845,0.157792,0.3038723570784991,152.00078615071155,0.469548705137021,0.1086373697769189,0.2542062911485003,845
648,1264,466,0.279378,-0.3727196596351255,-0.0,0.798607505837992,0.3426625572951445,0.0,466
648,1272,640,0.120842,0.3867011560653004,177.68528716759715,0.805894537313723,0.066380225061948,0.0541331382589612,640
648,1323,2376,0.0318102,0.6415538293364536,709.782712893384,0.73282058903459,0.0009259539101265,0.718727139722019,2376
648,1392,1780,0.0200632,0.7865494638425954,709.782712893384,0.131298285730603,0.0005684104558385,0.960863204096562,1780
648,1508,634,0.0940102,0.1625014492687695,40.79217295216653,0.404304370805834,0.0443251143797742,0.0,634
648,1542,301,0.364308,-0.5391283727087652,-0.0,0.942746982393551,0.4970884415626804,0.0,301
648,1706,222,0.449679,-0.3320367131428291,-0.0,0.628119267934338,0.6278292908475673,0.0,222
648,1734,255,0.395266,-0.7181954857142773,-0.0,0.200691162167589,0.5450990333292776,0.0,255
648,1752,718,0.142963,0.0234658474473528,5.180194411647067,0.282277190350145,0.0899559200174806,0.0,718
648,1808,609,0.214486,-0.2945251698829865,-0.0,0.228964557575349,0.2165484525660981,0.0,609
648,2283,6,1.0,0.9681685173087512,20.65832902085656,0.110626530816115,0.9941628451325748,1.0,6
648,516,8,0.932491,-0.4786348072363801,0.0356835331403804,0.876388279810097,0.9630525142596044,0.0,8
648,2674,26,1.0,0.9681676354260684,84.1910276701999,0.0439931610498312,0.9749489377519364,1.0,26
648,2260,18,0.434417,,39.03569549483489,0.813087979336798,0.4604591836734694,0.9985369422092172,18
648,950,5,0.936081,0.2927076618738456,2.9072929857531946,0.0744922076680401,0.9216,0.0,5
648,1007,5,0.920288,0.2049101981308552,2.3745455107888014,0.937657881184774,0.9013906085364406,0.0,5
682,488,842,0.539604,0.7686087018235327,709.782712893384,0.711667606047819,0.2556619902319405,0.0,842
682,489,57,1.0,0.9845670546795684,223.216389011496,0.571928110354202,0.902326128854145,1.0,57
682,498,1358,0.604865,0.8589372200424371,709.782712893384,0.246742226436014,0.140819670565594,0.0552304316020482,1358
682,506,828,0.5979,-0.1572179299636491,4.547473508865675e-13,0.18411505135196,0.2733320777219105,0.0,828
682,507,100,0.704571,0.6841534492543386,92.3317712886605,0.914779900150701,0.7676971659517056,0.0,100
682,510,103,0.807243,-0.3825922370848518,1.1213252548714144e-14,0.670873041718111,0.848695874754547,0.0,103
682,513,453,0.416615,0.9525501082265768,709.782712893384,0.344004706342133,0.3101377246948659,0.0043891733723482,453
682,514,114,0.893961,-0.3338967510460117,8.316680677501631e-12,0.180153961231806,0.8955284673990873,0.0,114
682,520,1208,0.45825,0.8618582120796435,709.782712893384,0.768169551463764,0.1203929401831467,0.0054864667154352,1208
682,521,63,0.585959,0.6615076624113668,55.24921320004477,0.372110208066322,0.6380535061272128,0.0,63
682,522,178,0.248249,,493.7875281709528,0.76459566421727,0.2085481111150624,0.0,178
682,523,65,1.0,0.9845682805074428,254.198707586898,0.103644829692958,0.8893974388549613,1.0,65
682,526,200,0.393303,0.883574767495293,375.5768914053454,0.179447350571121,0.3839972962302121,0.0,200
682,527,146,0.503611,0.1594268707474254,12.03257039401943,0.586623944461637,0.5951617226052366,0.0,146
682,528,473,0.37965,0.8009586486558044,631.0729236936517,0.749284052193479,0.3293121996404746,0.0,473
682,531,59,1.0,0.984568212075946,230.96278845295072,0.58617115910699,0.8990765813056932,1.0,59
682,537,888,0.354022,0.8483533270740748,709.782712893384,0.676636175796255,0.1640442134249177,0.0,888
682,539,242,0.517021,0.0232096087669828,2.918204351684285,0.763651927714774,0.5443909251310322,0.0,242
682,540,167,0.407313,0.8908884409300813,325.5462620078191,0.0433941304237612,0.4118224597835661,0.0,167
682,549,77,0.690483,0.4880437853992331,37.51388849298756,0.0662511782798239,0.7840680159910687,0.0,77
682,552,163,0.801283,-0.2993345517514718,2.4813484600375333e-13,0.625337768831768,0.8035512902003017,0.0,163
682,554,334,0.685079,-0.3813642028464241,-0.0,0.0824464973211273,0.5921654856375554,0.0,334
682,555,108,0.777743,-0.1942181900141338,0.0009285470662485,0.225336868326557,0.8285126892385221,0.0,108
682,565,156,0.653941,-0.0669834355607479,0.2812846789926042,0.70215106961272,0.7166435860787652,0.0,156
682,566,83,0.73833,0.8648314130059169,146.71621855194647,0.218396209998274,0.7898586922927643,0.0,83
682,569,823,0.375463,0.8636768870407285,709.782712893384,0.700264002949456,0.2043810945014326,0.0,823
682,571,420,0.833798,-0.2639665618867679,-0.0,0.346986372162979,0.6543529122364331,0.0,420
682,576,148,0.647817,0.9080509696246252,314.48285430120245,0.0402384416114743,0.6972343088382058,0.0,148
682,578,140,0.841291,0.103692438229839,7.077413115062153,0.0235044451208424,0.847460910493197,0.0,140
682,579,266,0.621385,-0.366417481897801,-0.0,0.244342197923496,0.595324054812788,0.0,266
682,593,213,0.566185,0.7478013380269857,237.7360005104989,0.0580163072759236,0.6352508436531594,0.0,213
682,597,2645,0.379519,0.7389401626118098,709.782712893384,0.0659902319167397,0.0064416007725112,0.0098756400877834,2645
682,598,628,0.431193,0.9059534961172092,709.782712893384,0.63983442390729,0.3539483316327014,0.0043891733723482,628
682,599,160,0.500359,0.7956229168717539,211.4663391284577,0.585862281588945,0.5625528346168062,0.0,160
682,600,570,0.236676,0.9199481044955706,709.782712893384,0.123956306035522,0.1539994671487528,0.0,570
682,602,825,0.318386,0.9144804221901744,709.782712893384,0.65078509806729,0.176308073020337,0.0,825
682,603,161,0.275719,,469.9368010956774,0.737306659134211,0.2437993287423576,0.0,161
682,606,93,0.487843,,196.5608503341003,0.116704735340301,0.4950832052298068,0.0,93
682,608,119,0.783424,0.7721592836890138,147.0608894074064,0.80642040954271,0.8238880149720678,0.0,119
682,611,134,0.815803,0.0598844841248387,4.222824347457108,0.377830985503643,0.834634781859344,0.0,134
682,614,118,0.317556,0.919003037308802,264.5408033506323,0.222552099991003,0.2919011893893235,0.0,118
682,615,44,1.0,0.9845677719782774,172.8475827115669,0.0090970230069658,0.9237340670574588,1.0,44
